Gmt time,Open,High,Low,Close,Volume
11.10.2019 08:00:00.000,1.10114,1.10628,1.10009,1.10543,77642.6806
11.10.2019 12:00:00.000,1.10544,1.10630,1.10258,1.10391,77575.83979999999
11.10.2019 16:00:00.000,1.10391,1.10518,1.10310,1.10407,34242.04
11.10.2019 20:00:00.000,1.10405,1.10405,1.10333,1.10400,2674.04
12.10.2019 00:00:00.000,1.10400,1.10400,1.10400,1.10400,0
12.10.2019 04:00:00.000,1.10400,1.10400,1.10400,1.10400,0
12.10.2019 08:00:00.000,1.10400,1.10400,1.10400,1.10400,0
12.10.2019 12:00:00.000,1.10400,1.10400,1.10400,1.10400,0
12.10.2019 16:00:00.000,1.10400,1.10400,1.10400,1.10400,0
12.10.2019 20:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 00:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 04:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 08:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 12:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 16:00:00.000,1.10400,1.10400,1.10400,1.10400,0
13.10.2019 20:00:00.000,1.10399,1.10400,1.10254,1.10284,5736.915
14.10.2019 00:00:00.000,1.10284,1.10321,1.10244,1.10315,18264.880100000002
14.10.2019 04:00:00.000,1.10313,1.10356,1.10129,1.10183,32915.259600000005
14.10.2019 08:00:00.000,1.10181,1.10428,1.10160,1.10275,35241.460399999996
14.10.2019 12:00:00.000,1.10276,1.10321,1.10179,1.10267,40712.3301
14.10.2019 16:00:00.000,1.10266,1.10328,1.10234,1.10255,15854.8001
14.10.2019 20:00:00.000,1.10254,1.10315,1.10229,1.10262,8442.597300000001
15.10.2019 00:00:00.000,1.10262,1.10326,1.10217,1.10323,16938.2099
15.10.2019 04:00:00.000,1.10324,1.10463,1.10128,1.10209,41229.4398
15.10.2019 08:00:00.000,1.10211,1.10308,1.10026,1.10061,56911.7089
15.10.2019 12:00:00.000,1.10060,1.10447,1.09915,1.10354,75640.4696
15.10.2019 16:00:00.000,1.10355,1.10383,1.10156,1.10344,25416.5605
15.10.2019 20:00:00.000,1.10343,1.10370,1.10297,1.10346,7016.1242999999995
16.10.2019 00:00:00.000,1.10345,1.10345,1.10241,1.10312,20506.309800000003
16.10.2019 04:00:00.000,1.10311,1.10600,1.10289,1.10351,42552.5511
16.10.2019 08:00:00.000,1.10352,1.10473,1.10226,1.10268,61313.38
16.10.2019 12:00:00.000,1.10269,1.10774,1.10231,1.10749,67839.6631
16.10.2019 16:00:00.000,1.10748,1.10857,1.10650,1.10751,25754.4897
16.10.2019 20:00:00.000,1.10750,1.10777,1.10714,1.10740,5098.49
17.10.2019 00:00:00.000,1.10741,1.10850,1.10732,1.10778,17723.8603
17.10.2019 04:00:00.000,1.10777,1.10867,1.10653,1.10781,29934.2299
17.10.2019 08:00:00.000,1.10780,1.11400,1.10723,1.11159,76694.64060000001
17.10.2019 12:00:00.000,1.11159,1.11304,1.11016,1.11290,66159.94039999999
17.10.2019 16:00:00.000,1.11290,1.11325,1.11206,1.11247,25832.5302
17.10.2019 20:00:00.000,1.11252,1.11289,1.11231,1.11249,6582.755
18.10.2019 00:00:00.000,1.11249,1.11312,1.11214,1.11278,15939.3203
18.10.2019 04:00:00.000,1.11278,1.11290,1.11149,1.11244,30182.849000000002
18.10.2019 08:00:00.000,1.11243,1.11467,1.11213,1.11432,33785.3994
18.10.2019 12:00:00.000,1.11433,1.11593,1.11353,1.11548,32852.1896
18.10.2019 16:00:00.000,1.11548,1.11663,1.11466,1.11620,21714.8599
18.10.2019 20:00:00.000,1.11621,1.11727,1.11616,1.11723,3832.1001
19.10.2019 00:00:00.000,1.11723,1.11723,1.11723,1.11723,0
19.10.2019 04:00:00.000,1.11723,1.11723,1.11723,1.11723,0
19.10.2019 08:00:00.000,1.11723,1.11723,1.11723,1.11723,0
19.10.2019 12:00:00.000,1.11723,1.11723,1.11723,1.11723,0
19.10.2019 16:00:00.000,1.11723,1.11723,1.11723,1.11723,0
19.10.2019 20:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 00:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 04:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 08:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 12:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 16:00:00.000,1.11723,1.11723,1.11723,1.11723,0
20.10.2019 20:00:00.000,1.11628,1.11723,1.11506,1.11562,7465.0987000000005
21.10.2019 00:00:00.000,1.11562,1.11636,1.11545,1.11600,10641.359900000001
21.10.2019 04:00:00.000,1.11600,1.11670,1.11499,1.11645,21034.970800000003
21.10.2019 08:00:00.000,1.11645,1.11795,1.11610,1.11683,33061.6104
21.10.2019 12:00:00.000,1.11682,1.11739,1.11388,1.11450,34779.3301
21.10.2019 16:00:00.000,1.11450,1.11568,1.11448,1.11498,17652.6499
21.10.2019 20:00:00.000,1.11497,1.11542,1.11463,1.11519,3526.3599999999997
22.10.2019 00:00:00.000,1.11519,1.11569,1.11477,1.11496,9753.049900000002
22.10.2019 04:00:00.000,1.11496,1.11570,1.11425,1.11446,17196.8597
22.10.2019 08:00:00.000,1.11446,1.11484,1.11336,1.11384,31664.0498
22.10.2019 12:00:00.000,1.11383,1.11459,1.11231,1.11379,39063.8008
22.10.2019 16:00:00.000,1.11379,1.11543,1.11178,1.11317,26555.340200000002
22.10.2019 20:00:00.000,1.11315,1.11316,1.11237,1.11291,4695.6929
23.10.2019 00:00:00.000,1.11291,1.11309,1.11160,1.11177,11502.800000000001
23.10.2019 04:00:00.000,1.11176,1.11289,1.11176,1.11249,22184.3299
23.10.2019 08:00:00.000,1.11249,1.11265,1.11062,1.11199,29415.5805
23.10.2019 12:00:00.000,1.11199,1.11253,1.11119,1.11176,35573.7793
23.10.2019 16:00:00.000,1.11174,1.11406,1.11156,1.11333,16208.5501
23.10.2019 20:00:00.000,1.11333,1.11337,1.11294,1.11324,4406.9351
24.10.2019 00:00:00.000,1.11323,1.11420,1.11292,1.11362,10032.460000000001
24.10.2019 04:00:00.000,1.11361,1.11630,1.11305,1.11471,24495.7105
24.10.2019 08:00:00.000,1.11471,1.11477,1.11203,1.11212,30410.2901
24.10.2019 12:00:00.000,1.11212,1.11539,1.10932,1.10977,86256.921
24.10.2019 16:00:00.000,1.10977,1.11112,1.10936,1.11001,19886.949399999998
24.10.2019 20:00:00.000,1.11001,1.11097,1.10996,1.11038,4192.25
25.10.2019 00:00:00.000,1.11038,1.11055,1.11009,1.11027,7840.34
25.10.2019 04:00:00.000,1.11027,1.11152,1.11013,1.11139,15918.2604
25.10.2019 08:00:00.000,1.11138,1.11231,1.11063,1.11063,25699.8901
25.10.2019 12:00:00.000,1.11064,1.11097,1.10804,1.10811,34132.1905
25.10.2019 16:00:00.000,1.10812,1.10828,1.10731,1.10803,16470.72
25.10.2019 20:00:00.000,1.10804,1.10814,1.10776,1.10813,1401.4301
26.10.2019 00:00:00.000,1.10813,1.10813,1.10813,1.10813,0
26.10.2019 04:00:00.000,1.10813,1.10813,1.10813,1.10813,0
26.10.2019 08:00:00.000,1.10813,1.10813,1.10813,1.10813,0
26.10.2019 12:00:00.000,1.10813,1.10813,1.10813,1.10813,0
26.10.2019 16:00:00.000,1.10813,1.10813,1.10813,1.10813,0
26.10.2019 20:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 00:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 04:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 08:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 12:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 16:00:00.000,1.10813,1.10813,1.10813,1.10813,0
27.10.2019 20:00:00.000,1.10819,1.10842,1.10782,1.10842,2185.02
28.10.2019 00:00:00.000,1.10841,1.10845,1.10763,1.10817,8192.1398
28.10.2019 04:00:00.000,1.10818,1.10922,1.10812,1.10902,14703.77
28.10.2019 08:00:00.000,1.10901,1.11068,1.10885,1.10968,27809.210499999997
28.10.2019 12:00:00.000,1.10969,1.11022,1.10845,1.10934,35225.9999
28.10.2019 16:00:00.000,1.10934,1.11035,1.10922,1.11031,15988.749699999998
28.10.2019 20:00:00.000,1.11031,1.11032,1.10979,1.10984,3987.575
29.10.2019 00:00:00.000,1.10983,1.11027,1.10916,1.10966,10737.3899
29.10.2019 04:00:00.000,1.10964,1.10969,1.10838,1.10848,13144.7697
29.10.2019 08:00:00.000,1.10847,1.10914,1.10737,1.10818,34823.2408
29.10.2019 12:00:00.000,1.10818,1.11176,1.10808,1.11168,41025.6201
29.10.2019 16:00:00.000,1.11168,1.11187,1.11050,1.11113,17028.32
29.10.2019 20:00:00.000,1.11111,1.11155,1.11098,1.11124,4293.495
30.10.2019 00:00:00.000,1.11124,1.11126,1.11066,1.11089,9798.6202
30.10.2019 04:00:00.000,1.11088,1.11236,1.11078,1.11218,12246.0004
30.10.2019 08:00:00.000,1.11218,1.11272,1.11071,1.11142,30884.2598
30.10.2019 12:00:00.000,1.11142,1.11236,1.11023,1.11233,42084.350699999995
30.10.2019 16:00:00.000,1.11232,1.11512,1.10802,1.11444,36171.539600000004
30.10.2019 20:00:00.000,1.11440,1.11556,1.11422,1.11524,7191.1398
31.10.2019 00:00:00.000,1.11525,1.11699,1.11525,1.11690,12956.310000000001
31.10.2019 04:00:00.000,1.11690,1.11707,1.11575,1.11632,14674.980200000002
31.10.2019 08:00:00.000,1.11633,1.11758,1.11444,1.11514,42904.4297
31.10.2019 12:00:00.000,1.11515,1.11643,1.11315,1.11559,44156.5498
31.10.2019 16:00:00.000,1.11559,1.11585,1.11407,1.11531,23057.0002
31.10.2019 20:00:00.000,1.11531,1.11569,1.11491,1.11563,4045.1448
