Gmt time,Open,High,Low,Close,Volume
01.10.2019 00:00:00.000,1.08996,1.09011,1.08860,1.08881,15499.650199999998
01.10.2019 04:00:00.000,1.08880,1.08942,1.08793,1.08880,35982.490699999995
01.10.2019 08:00:00.000,1.08881,1.09081,1.08854,1.08983,47645.041099999995
01.10.2019 12:00:00.000,1.08983,1.09348,1.08849,1.09316,70053.05960000001
01.10.2019 16:00:00.000,1.09316,1.09430,1.09254,1.09373,32612.180099999998
01.10.2019 20:00:00.000,1.09373,1.09378,1.09300,1.09343,9313.4068
02.10.2019 00:00:00.000,1.09343,1.09415,1.09329,1.09366,16131.990200000002
02.10.2019 04:00:00.000,1.09365,1.09372,1.09170,1.09200,28696.728900000002
02.10.2019 08:00:00.000,1.09201,1.09351,1.09044,1.09291,52607.6202
02.10.2019 12:00:00.000,1.09292,1.09585,1.09157,1.09501,65150.088800000005
02.10.2019 16:00:00.000,1.09500,1.09638,1.09459,1.09614,29619.8803
02.10.2019 20:00:00.000,1.09616,1.09637,1.09575,1.09608,8075.6651
03.10.2019 00:00:00.000,1.09608,1.09651,1.09555,1.09567,17302.8206
03.10.2019 04:00:00.000,1.09567,1.09592,1.09411,1.09449,32699.619599999998
03.10.2019 08:00:00.000,1.09449,1.09739,1.09413,1.09566,50480.1807
03.10.2019 12:00:00.000,1.09567,1.09994,1.09481,1.09905,78274.60059999999
03.10.2019 16:00:00.000,1.09904,1.09906,1.09656,1.09704,32253.2607
03.10.2019 20:00:00.000,1.09703,1.09763,1.09631,1.09748,7464.3599
04.10.2019 00:00:00.000,1.09747,1.09841,1.09743,1.09778,13832.390200000002
04.10.2019 04:00:00.000,1.09778,1.09785,1.09645,1.09721,28470.2605
04.10.2019 08:00:00.000,1.09721,1.09901,1.09685,1.09815,36036.7895
04.10.2019 12:00:00.000,1.09815,1.09995,1.09572,1.09732,71886.89069999999
04.10.2019 16:00:00.000,1.09733,1.09861,1.09723,1.09827,27463.8101
04.10.2019 20:00:00.000,1.09827,1.09831,1.09760,1.09815,3454.26
05.10.2019 00:00:00.000,1.09815,1.09815,1.09815,1.09815,0
05.10.2019 04:00:00.000,1.09815,1.09815,1.09815,1.09815,0
05.10.2019 08:00:00.000,1.09815,1.09815,1.09815,1.09815,0
05.10.2019 12:00:00.000,1.09815,1.09815,1.09815,1.09815,0
05.10.2019 16:00:00.000,1.09815,1.09815,1.09815,1.09815,0
05.10.2019 20:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 00:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 04:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 08:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 12:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 16:00:00.000,1.09815,1.09815,1.09815,1.09815,0
06.10.2019 20:00:00.000,1.09849,1.09849,1.09754,1.09837,4578.8499
07.10.2019 00:00:00.000,1.09837,1.09901,1.09780,1.09802,13440.409899999999
07.10.2019 04:00:00.000,1.09803,1.09841,1.09638,1.09728,25168.6407
07.10.2019 08:00:00.000,1.09728,1.09901,1.09622,1.09873,39993.2603
07.10.2019 12:00:00.000,1.09871,1.10008,1.09838,1.09839,50677.9209
07.10.2019 16:00:00.000,1.09840,1.09848,1.09694,1.09739,29781.7593
07.10.2019 20:00:00.000,1.09741,1.09741,1.09693,1.09718,6625.620199999999
08.10.2019 00:00:00.000,1.09719,1.09785,1.09649,1.09755,17645.4302
08.10.2019 04:00:00.000,1.09754,1.09854,1.09738,1.09795,28423.1905
08.10.2019 08:00:00.000,1.09794,1.09959,1.09793,1.09881,53963.8096
08.10.2019 12:00:00.000,1.09881,1.09929,1.09451,1.09490,61570.9286
08.10.2019 16:00:00.000,1.09491,1.09625,1.09413,1.09563,39884.220199999996
08.10.2019 20:00:00.000,1.09563,1.09615,1.09536,1.09601,6974.9899000000005
09.10.2019 00:00:00.000,1.09601,1.09658,1.09550,1.09635,11584.029999999999
09.10.2019 04:00:00.000,1.09637,1.09839,1.09559,1.09786,42440.1892
09.10.2019 08:00:00.000,1.09785,1.09902,1.09737,1.09789,51107.2313
09.10.2019 12:00:00.000,1.09790,1.09839,1.09717,1.09780,45264.039000000004
09.10.2019 16:00:00.000,1.09779,1.09821,1.09703,1.09763,26948.6196
09.10.2019 20:00:00.000,1.09761,1.09899,1.09681,1.09844,14256.1699
10.10.2019 00:00:00.000,1.09844,1.09936,1.09799,1.09889,26560.2204
10.10.2019 04:00:00.000,1.09888,1.10195,1.09833,1.10165,33996.279800000004
10.10.2019 08:00:00.000,1.10165,1.10341,1.10123,1.10241,49613.4307
10.10.2019 12:00:00.000,1.10241,1.10334,1.10022,1.10178,70720.6513
10.10.2019 16:00:00.000,1.10177,1.10238,1.10030,1.10095,35561.27
10.10.2019 20:00:00.000,1.10089,1.10114,1.10048,1.10110,7969.9699
11.10.2019 00:00:00.000,1.10109,1.10181,1.10050,1.10156,16626.6402
11.10.2019 04:00:00.000,1.10155,1.10229,1.10090,1.10113,31033.8198
